code,section,date,open,high,low,close,vol,value,n_stock,foreign_vol,agency_buy,agency_netbuy,weekday,year,month,day
A003490,KOSPI,1981-01-12,608,631,596,613,22004,0,0,0,0,0,2,1981,1,12
A003490,KOSPI,1981-01-13,629,640,617,634,20009,0,0,0,0,0,3,1981,1,13
A003490,KOSPI,1981-01-14,648,687,645,687,12904,0,0,0,0,0,4,1981,1,14
A003490,KOSPI,1981-01-15,740,740,740,740,44295,0,0,0,0,0,5,1981,1,15
A003490,KOSPI,1981-01-16,736,771,698,771,46820,0,0,0,0,0,6,1981,1,16
A003490,KOSPI,1981-01-17,766,768,736,745,15463,0,0,0,0,0,7,1981,1,17
A003490,KOSPI,1981-01-19,743,750,727,727,19672,0,0,0,0,0,2,1981,1,19
A003490,KOSPI,1981-01-20,717,717,675,675,19942,0,0,0,0,0,3,1981,1,20
A003490,KOSPI,1981-01-21,675,701,666,691,27442,0,0,0,0,0,4,1981,1,21
A003490,KOSPI,1981-01-22,705,719,682,683,23410,0,0,0,0,0,5,1981,1,22
A003490,KOSPI,1981-01-23,701,715,692,692,8720,0,0,0,0,0,6,1981,1,23
A003490,KOSPI,1981-01-24,703,712,701,701,7744,0,0,0,0,0,7,1981,1,24
A003490,KOSPI,1981-01-26,710,710,683,683,7963,0,0,0,0,0,2,1981,1,26
A003490,KOSPI,1981-01-27,683,683,661,661,8754,0,0,0,0,0,3,1981,1,27
A003490,KOSPI,1981-01-28,659,683,657,666,8342,0,0,0,0,0,4,1981,1,28
A003490,KOSPI,1981-01-29,683,683,671,676,9520,0,0,0,0,0,5,1981,1,29
A003490,KOSPI,1981-01-30,685,687,673,680,5522,0,0,0,0,0,6,1981,1,30
A003490,KOSPI,1981-01-31,683,691,682,685,6338,0,0,0,0,0,7,1981,1,31
A003490,KOSPI,1981-02-02,705,710,692,696,9108,0,0,0,0,0,2,1981,2,2
A003490,KOSPI,1981-02-03,692,692,675,683,7727,0,0,0,0,0,3,1981,2,3
A003490,KOSPI,1981-02-04,683,692,683,683,8224,0,0,0,0,0,4,1981,2,4
A003490,KOSPI,1981-02-05,701,701,687,692,6330,0,0,0,0,0,5,1981,2,5
A003490,KOSPI,1981-02-06,692,699,691,692,6111,0,0,0,0,0,6,1981,2,6
A003490,KOSPI,1981-02-07,692,696,683,692,8906,0,0,0,0,0,7,1981,2,7
A003490,KOSPI,1981-02-09,692,692,683,683,5698,0,0,0,0,0,2,1981,2,9
A003490,KOSPI,1981-02-10,683,683,657,662,7736,0,0,0,0,0,3,1981,2,10
A003490,KOSPI,1981-02-12,666,668,666,666,3022,0,0,0,0,0,5,1981,2,12
A003490,KOSPI,1981-02-13,668,675,662,666,4107,0,0,0,0,0,6,1981,2,13
A003490,KOSPI,1981-02-14,664,664,662,662,1868,0,0,0,0,0,7,1981,2,14
A003490,KOSPI,1981-02-16,664,664,655,657,7795,0,0,0,0,0,2,1981,2,16
A003490,KOSPI,1981-02-17,654,655,648,654,2752,0,0,0,0,0,3,1981,2,17
A003490,KOSPI,1981-02-18,640,640,603,613,9512,0,0,0,0,0,4,1981,2,18
A003490,KOSPI,1981-02-19,605,612,575,578,6784,0,0,0,0,0,5,1981,2,19
A003490,KOSPI,1981-02-20,580,612,580,612,6279,0,0,0,0,0,6,1981,2,20
A003490,KOSPI,1981-02-21,612,622,605,617,3964,0,0,0,0,0,7,1981,2,21
A003490,KOSPI,1981-02-23,605,605,584,592,1254,0,0,0,0,0,2,1981,2,23
A003490,KOSPI,1981-02-24,592,605,587,605,3762,0,0,0,0,0,3,1981,2,24
A003490,KOSPI,1981-02-25,613,620,606,613,4629,0,0,0,0,0,4,1981,2,25
A003490,KOSPI,1981-02-26,610,613,596,605,2415,0,0,0,0,0,5,1981,2,26
A003490,KOSPI,1981-02-27,596,613,596,613,4032,0,0,0,0,0,6,1981,2,27
A003490,KOSPI,1981-02-28,613,613,605,613,2205,0,0,0,0,0,7,1981,2,28
A003490,KOSPI,1981-03-02,605,605,596,599,4099,0,0,0,0,0,2,1981,3,2
A003490,KOSPI,1981-03-04,594,596,585,589,3485,0,0,0,0,0,4,1981,3,4
A003490,KOSPI,1981-03-05,589,594,587,594,2794,0,0,0,0,0,5,1981,3,5
A003490,KOSPI,1981-03-06,596,606,596,606,7003,0,0,0,0,0,6,1981,3,6
A003490,KOSPI,1981-03-07,598,606,598,606,4192,0,0,0,0,0,7,1981,3,7
A003490,KOSPI,1981-03-09,606,610,606,606,4772,0,0,0,0,0,2,1981,3,9
A003490,KOSPI,1981-03-11,606,615,606,613,942,0,0,0,0,0,4,1981,3,11
A003490,KOSPI,1981-03-12,613,613,605,612,2020,0,0,0,0,0,5,1981,3,12
A003490,KOSPI,1981-03-13,610,613,610,613,7332,0,0,0,0,0,6,1981,3,13
A003490,KOSPI,1981-03-14,613,613,612,613,2567,0,0,0,0,0,7,1981,3,14
A003490,KOSPI,1981-03-16,613,643,613,643,11212,0,0,0,0,0,2,1981,3,16
A003490,KOSPI,1981-03-17,648,648,624,631,3207,0,0,0,0,0,3,1981,3,17
A003490,KOSPI,1981-03-18,633,640,615,617,2609,0,0,0,0,0,4,1981,3,18
A003490,KOSPI,1981-03-19,617,617,613,613,7365,0,0,0,0,0,5,1981,3,19
A003490,KOSPI,1981-03-20,613,613,606,610,1548,0,0,0,0,0,6,1981,3,20
