code,section,date,open,high,low,close,vol,value,n_stock,foreign_vol,agency_buy,agency_netbuy,weekday,year,month,day
A003490,KOSPI,1994-07-14,10391,10391,10128,10260,41837,1158000000,36005000,0,0,0,5,1994,7,14
A003490,KOSPI,1994-07-15,10304,10391,10084,10084,35094,974000000,36005000,0,0,0,6,1994,7,15
A003490,KOSPI,1994-07-16,9997,10216,9997,10216,16903,464000000,36005000,0,0,0,7,1994,7,16
A003490,KOSPI,1994-07-18,10128,10260,10041,10041,40204,1107000000,36005000,0,0,0,2,1994,7,18
A003490,KOSPI,1994-07-19,10084,10084,9953,9953,21533,584000000,36005000,0,0,0,3,1994,7,19
A003490,KOSPI,1994-07-20,9953,10128,9953,9997,57191,1553000000,36005000,0,0,0,4,1994,7,20
A003490,KOSPI,1994-07-21,10041,10041,9953,9953,9848,267000000,36005000,0,0,0,5,1994,7,21
A003490,KOSPI,1994-07-22,9953,9997,9865,9865,11970,322000000,36005000,0,0,0,6,1994,7,22
A003490,KOSPI,1994-07-23,9865,10084,9865,10084,28856,787000000,36005000,0,0,0,7,1994,7,23
A003490,KOSPI,1994-07-25,10084,10216,9997,9997,36777,1003000000,36005000,0,0,0,2,1994,7,25
A003490,KOSPI,1994-07-26,10084,10128,9909,10128,21659,589000000,36005000,0,0,0,3,1994,7,26
A003490,KOSPI,1994-07-27,10347,10391,10172,10172,242327,6747000000,36005000,0,0,0,4,1994,7,27
A003490,KOSPI,1994-07-28,10172,10172,9953,9997,23578,639000000,36005000,0,0,0,5,1994,7,28
A003490,KOSPI,1994-07-29,9997,10041,9953,10041,14150,383000000,36005000,0,0,0,6,1994,7,29
A003490,KOSPI,1994-07-30,10041,10041,9734,9734,19588,529000000,36005000,0,0,0,7,1994,7,30
A003490,KOSPI,1994-08-01,9295,9690,9295,9558,35607,922000000,36005000,0,0,0,2,1994,8,1
A003490,KOSPI,1994-08-02,9207,9558,9207,9514,25077,641000000,36005000,0,0,0,3,1994,8,2
A003490,KOSPI,1994-08-03,9471,9514,9295,9427,45498,1165000000,36005000,0,0,0,4,1994,8,3
A003490,KOSPI,1994-08-04,9427,9646,9427,9514,46382,1201000000,36005000,0,0,0,5,1994,8,4
A003490,KOSPI,1994-08-05,9602,9777,9471,9602,51812,1344000000,36005000,0,0,0,6,1994,8,5
A003490,KOSPI,1994-08-06,9646,9646,9207,9207,37990,967000000,36005000,0,0,0,7,1994,8,6
A003490,KOSPI,1994-08-08,9478,9569,9207,9207,18334,448000000,36005000,0,0,0,2,1994,8,8
A003490,KOSPI,1994-08-09,8756,9569,8756,9569,25540,618000000,36005000,0,0,0,3,1994,8,9
A003490,KOSPI,1994-08-10,9388,9704,9162,9569,37889,939000000,36005000,0,0,0,4,1994,8,10
A003490,KOSPI,1994-08-11,9478,10020,9478,10020,54977,1413000000,36005000,0,0,0,5,1994,8,11
A003490,KOSPI,1994-08-12,10020,10246,9839,10020,70272,1850000000,36005000,0,0,0,6,1994,8,12
A003490,KOSPI,1994-08-13,10246,10291,10020,10110,48520,1295000000,36005000,0,0,0,7,1994,8,13
A003490,KOSPI,1994-08-16,10110,10110,9930,10110,20463,541000000,36005000,0,0,0,3,1994,8,16
A003490,KOSPI,1994-08-17,9930,10020,9930,9930,55448,1453000000,36005000,0,0,0,4,1994,8,17
A003490,KOSPI,1994-08-18,9839,9975,9794,9794,37485,973000000,36005000,0,0,0,5,1994,8,18
A003490,KOSPI,1994-08-19,9839,9839,9659,9794,64262,1652000000,36005000,0,0,0,6,1994,8,19
A003490,KOSPI,1994-08-20,9704,10020,9704,9884,53740,1399000000,36005000,0,0,0,7,1994,8,20
A003490,KOSPI,1994-08-22,9704,10020,9478,9930,90316,2355000000,36005000,0,0,0,2,1994,8,22
A003490,KOSPI,1994-08-23,9930,10246,9839,10155,127775,3401000000,36005000,0,0,0,3,1994,8,23
A003490,KOSPI,1994-08-24,10291,10607,10246,10607,144889,3959000000,36005000,0,0,0,4,1994,8,24
A003490,KOSPI,1994-08-25,10787,10787,10516,10652,92277,2576000000,36005000,0,0,0,5,1994,8,25
A003490,KOSPI,1994-08-26,10697,10878,10562,10832,95206,2689000000,36005000,0,0,0,6,1994,8,26
A003490,KOSPI,1994-08-27,10923,10968,10607,10607,59716,1698000000,36005000,0,0,0,7,1994,8,27
A003490,KOSPI,1994-08-29,10471,10607,10471,10516,42064,1165000000,36005000,0,0,0,2,1994,8,29
A003490,KOSPI,1994-08-30,10516,10516,10426,10471,37510,1032000000,36005000,0,0,0,3,1994,8,30
A003490,KOSPI,1994-08-31,10471,10923,10155,10155,177896,4946000000,36005000,0,0,0,4,1994,8,31
A003490,KOSPI,1994-09-01,10246,10516,10246,10426,67511,1853000000,36005000,0,0,0,5,1994,9,1
A003490,KOSPI,1994-09-02,10381,10832,10381,10742,158071,4429000000,36005000,0,0,0,6,1994,9,2
A003490,KOSPI,1994-09-03,10878,11148,10878,11148,127489,3700000000,36005000,0,0,0,7,1994,9,3
A003490,KOSPI,1994-09-05,11284,11284,10968,11193,174007,5100000000,36005000,0,0,0,2,1994,9,5
A003490,KOSPI,1994-09-06,11193,11419,11058,11148,273515,8089000000,36005000,0,0,0,3,1994,9,6
A003490,KOSPI,1994-09-07,11148,11148,10968,10968,60188,1744000000,36005000,0,0,0,4,1994,9,7
A003490,KOSPI,1994-09-08,10878,11419,10878,11419,166717,4930000000,36005000,0,0,0,5,1994,9,8
A003490,KOSPI,1994-09-09,11690,11690,10968,10968,71409,2104000000,36005000,0,0,0,6,1994,9,9
A003490,KOSPI,1994-09-10,10878,11193,10878,10968,72949,2128000000,36005000,0,0,0,7,1994,9,10
A003490,KOSPI,1994-09-12,11058,11374,11013,11374,131648,3877000000,36005000,0,0,0,2,1994,9,12
A003490,KOSPI,1994-09-13,11464,11555,11284,11374,250441,7542000000,36005000,0,0,0,3,1994,9,13
A003490,KOSPI,1994-09-14,11419,11825,11419,11825,772084,23874000000,36005000,0,0,0,4,1994,9,14
A003490,KOSPI,1994-09-15,11780,12051,11419,11555,384118,11870000000,36005000,0,0,0,5,1994,9,15
A003490,KOSPI,1994-09-16,11555,12006,11555,12006,507146,15860000000,36005000,0,0,0,6,1994,9,16
A003490,KOSPI,1994-09-17,12457,12457,12457,12457,104769,3435000000,36005000,0,0,0,7,1994,9,17
A003490,KOSPI,1994-09-22,12909,12909,12909,12909,226248,7687000000,36005000,0,0,0,5,1994,9,22
A003490,KOSPI,1994-09-23,13360,13360,12909,13089,1650487,57472000000,36005000,0,0,0,6,1994,9,23
A003490,KOSPI,1994-09-24,13225,13360,12999,13089,643450,22242000000,36005000,0,0,0,7,1994,9,24
A003490,KOSPI,1994-09-26,13044,13179,12818,12864,430021,14654000000,36005000,0,0,0,2,1994,9,26
A003490,KOSPI,1994-09-27,12728,13179,12728,13179,622682,21295000000,36005000,0,0,0,3,1994,9,27
A003490,KOSPI,1994-09-28,13270,13315,12728,12773,860742,29529000000,36005000,0,0,0,4,1994,9,28
A003490,KOSPI,1994-09-29,12818,12909,12502,12593,259238,8635000000,36005000,0,0,0,5,1994,9,29
A003490,KOSPI,1994-09-30,12638,13044,12638,13044,540599,18459000000,36005000,0,0,0,6,1994,9,30
A003490,KOSPI,1994-10-01,13179,13495,13179,13360,254204,8968000000,36005000,0,0,0,7,1994,10,1
A003490,KOSPI,1994-10-04,13495,13766,13315,13766,350741,12483000000,36005000,0,0,0,3,1994,10,4
A003490,KOSPI,1994-10-05,13857,13947,13179,13360,225600,8084000000,36005000,0,0,0,4,1994,10,5
A003490,KOSPI,1994-10-06,13179,13450,12909,13360,315377,10981000000,36005000,0,0,0,5,1994,10,6
A003490,KOSPI,1994-10-07,13315,13315,12909,12909,195220,6766000000,36005000,0,0,0,6,1994,10,7
A003490,KOSPI,1994-10-08,12954,12999,12638,12638,80037,2690000000,36005000,0,0,0,7,1994,10,8
A003490,KOSPI,1994-10-10,12638,12773,12593,12638,76173,2536000000,36005000,0,0,0,2,1994,10,10
A003490,KOSPI,1994-10-11,13089,13089,12638,12638,107034,3584000000,36005000,0,0,0,3,1994,10,11
A003490,KOSPI,1994-10-12,12683,13044,12683,12683,171490,5767000000,36005000,0,0,0,4,1994,10,12
A003490,KOSPI,1994-10-13,12818,13089,12638,12999,335016,11293000000,36005000,0,0,0,5,1994,10,13
A003490,KOSPI,1994-10-14,13089,13405,12818,13134,330589,11416000000,36005000,0,0,0,6,1994,10,14
A003490,KOSPI,1994-10-15,13134,13225,12728,12728,155125,5280000000,36005000,0,0,0,7,1994,10,15
A003490,KOSPI,1994-10-17,12818,12864,12548,12638,431073,14400000000,36005000,0,0,0,2,1994,10,17
A003490,KOSPI,1994-10-18,12683,12683,12412,12412,160311,5286000000,36005000,0,0,0,3,1994,10,18
A003490,KOSPI,1994-10-19,12457,12457,11961,12186,99760,3193000000,36005000,0,0,0,4,1994,10,19
A003490,KOSPI,1994-10-20,12006,12186,11961,11961,102244,3241000000,36005000,0,0,0,5,1994,10,20
A003490,KOSPI,1994-10-21,11916,12367,11916,12232,173409,5580000000,36005000,0,0,0,6,1994,10,21
A003490,KOSPI,1994-10-22,12322,12457,12141,12186,116100,3744000000,36005000,0,0,0,7,1994,10,22
A003490,KOSPI,1994-10-24,12277,12412,12186,12277,177837,5726000000,36005000,0,0,0,2,1994,10,24
A003490,KOSPI,1994-10-25,12638,12728,12412,12728,227806,7575000000,36005000,0,0,0,3,1994,10,25
A003490,KOSPI,1994-10-26,12864,13089,12548,12999,455789,15389000000,36005000,0,0,0,4,1994,10,26
A003490,KOSPI,1994-10-27,13044,13270,12864,13089,297329,10245000000,36005000,0,0,0,5,1994,10,27
A003490,KOSPI,1994-10-28,13089,13089,12638,12728,111116,3754000000,36005000,0,0,0,6,1994,10,28
A003490,KOSPI,1994-10-29,12864,13089,12818,12954,279584,9510000000,36005000,0,0,0,7,1994,10,29
A003490,KOSPI,1994-10-31,13405,13405,13089,13315,391257,13738000000,36005000,0,0,0,2,1994,10,31
A003490,KOSPI,1994-11-01,13450,13495,13134,13134,128617,4494000000,36005000,0,0,0,3,1994,11,1
A003490,KOSPI,1994-11-02,13179,13270,12999,12999,181978,6277000000,36005000,0,0,0,4,1994,11,2
A003490,KOSPI,1994-11-03,12548,13450,12548,13315,267353,9358000000,36005000,0,0,0,5,1994,11,3
A003490,KOSPI,1994-11-04,13450,13766,13270,13631,262083,9334000000,36005000,0,0,0,6,1994,11,4
A003490,KOSPI,1994-11-05,13676,13676,13270,13450,110165,3913000000,36005000,0,0,0,7,1994,11,5
A003490,KOSPI,1994-11-07,13450,13541,13179,13179,100417,3543000000,36005000,0,0,0,2,1994,11,7
A003490,KOSPI,1994-11-08,13179,13450,13089,13450,171246,5970000000,36005000,0,0,0,3,1994,11,8
A003490,KOSPI,1994-11-09,13541,13721,13495,13541,265526,9511000000,36005000,0,0,0,4,1994,11,9
A003490,KOSPI,1994-11-10,13586,13676,13225,13315,149435,5283000000,36005000,0,0,0,5,1994,11,10
A003490,KOSPI,1994-11-11,13315,13360,13089,13179,50322,1749000000,36005000,0,0,0,6,1994,11,11
A003490,KOSPI,1994-11-12,13225,13225,12954,12999,38133,1315000000,36005000,0,0,0,7,1994,11,12
A003490,KOSPI,1994-11-14,12954,13270,12954,13270,71123,2465000000,36005000,0,0,0,2,1994,11,14
A003490,KOSPI,1994-11-15,13450,13450,13089,13089,66350,2317000000,36005000,0,0,0,3,1994,11,15
A003490,KOSPI,1994-11-16,13134,13134,12954,12954,34968,1198000000,36005000,0,0,0,4,1994,11,16
A003490,KOSPI,1994-11-17,12954,13089,12728,12954,99053,3365000000,36005000,0,0,0,5,1994,11,17
A003490,KOSPI,1994-11-18,13044,13044,12773,12909,104449,3549000000,36005000,0,0,0,6,1994,11,18
A003490,KOSPI,1994-11-19,12909,12999,12864,12864,44025,1496000000,36005000,0,0,0,7,1994,11,19
A003490,KOSPI,1994-11-21,12864,13134,12864,12864,163661,5599000000,36005000,0,0,0,2,1994,11,21
A003490,KOSPI,1994-11-22,12909,13089,12864,13044,111832,3802000000,36005000,0,0,0,3,1994,11,22
A003490,KOSPI,1994-11-23,13089,13270,12909,12999,92723,3185000000,36005000,0,0,0,4,1994,11,23
A003490,KOSPI,1994-11-24,12999,13089,12638,12773,69414,2352000000,36005000,0,0,0,5,1994,11,24
A003490,KOSPI,1994-11-25,12773,12999,12548,12593,64725,2152000000,36005000,0,0,0,6,1994,11,25
A003490,KOSPI,1994-11-26,12638,12773,12593,12683,75247,2513000000,36005000,0,0,0,7,1994,11,26
A003490,KOSPI,1994-11-28,12683,12773,12502,12502,42047,1395000000,36005000,0,0,0,2,1994,11,28
A003490,KOSPI,1994-11-29,12548,12954,12502,12954,172879,5764000000,36005000,0,0,0,3,1994,11,29
A003490,KOSPI,1994-11-30,13089,13134,12502,12909,158433,5419000000,36005000,0,0,0,4,1994,11,30
A003490,KOSPI,1994-12-01,12909,13089,12638,12773,871584,29592000000,36005000,0,0,0,5,1994,12,1
A003490,KOSPI,1994-12-02,12638,12728,12322,12322,133718,4390000000,36005000,0,0,0,6,1994,12,2
A003490,KOSPI,1994-12-03,11916,12502,11916,12322,34311,1106000000,36005000,0,0,0,7,1994,12,3
A003490,KOSPI,1994-12-05,12367,12502,12367,12412,57359,1877000000,36005000,0,0,0,2,1994,12,5
A003490,KOSPI,1994-12-06,12412,12683,12277,12277,130940,4292000000,36005000,0,0,0,3,1994,12,6
A003490,KOSPI,1994-12-07,12277,12412,12232,12412,45136,1461000000,36005000,0,0,0,4,1994,12,7
A003490,KOSPI,1994-12-08,12412,12412,11961,12096,88548,2809000000,36005000,0,0,0,5,1994,12,8
A003490,KOSPI,1994-12-09,11961,12186,11961,11961,36811,1169000000,36005000,0,0,0,6,1994,12,9
A003490,KOSPI,1994-12-10,11916,12186,11916,11961,20783,655000000,36005000,0,0,0,7,1994,12,10
A003490,KOSPI,1994-12-12,12006,12096,11916,11916,14630,461000000,36005000,0,0,0,2,1994,12,12
A003490,KOSPI,1994-12-13,11961,11961,11600,11690,44236,1363000000,36005000,0,0,0,3,1994,12,13
A003490,KOSPI,1994-12-14,11645,11825,11509,11735,29117,895000000,36005000,0,0,0,4,1994,12,14
A003490,KOSPI,1994-12-15,11645,11916,11645,11780,75727,2348000000,36005000,0,0,0,5,1994,12,15
A003490,KOSPI,1994-12-16,11735,11871,11735,11825,82857,2569000000,36005000,0,0,0,6,1994,12,16
A003490,KOSPI,1994-12-17,11825,11916,11735,11825,34934,1087000000,36005000,0,0,0,7,1994,12,17
A003490,KOSPI,1994-12-19,11825,11825,11509,11555,32451,990000000,36005000,0,0,0,2,1994,12,19
A003490,KOSPI,1994-12-20,11464,11645,11464,11555,35759,1089000000,36005000,0,0,0,3,1994,12,20
A003490,KOSPI,1994-12-21,11555,11780,11464,11509,47392,1461000000,36005000,0,0,0,4,1994,12,21
A003490,KOSPI,1994-12-22,11645,11961,11645,11961,125376,3913000000,36005000,0,0,0,5,1994,12,22
A003490,KOSPI,1994-12-23,12232,12322,11690,11690,127582,4003000000,36005000,0,0,0,6,1994,12,23
A003490,KOSPI,1994-12-24,11690,11871,11690,11871,48849,1507000000,36005000,0,0,0,7,1994,12,24
A003490,KOSPI,1994-12-26,11419,11871,11419,11509,41340,1280000000,36005000,0,0,0,2,1994,12,26
A003490,KOSPI,1994-12-27,11419,11509,11193,11329,83531,2503000000,36005000,0,0,0,3,1994,12,27
A003490,KOSPI,1994-12-28,11329,11374,11284,11329,30944,922000000,41096000,0,0,0,4,1994,12,28
A003490,KOSPI,1995-01-03,10865,11329,10865,11143,39320,1130000000,41096000,0,0,0,3,1995,1,3
A003490,KOSPI,1995-01-04,10772,11050,10679,10679,96317,2637000000,41096000,0,0,0,4,1995,1,4
A003490,KOSPI,1995-01-05,10493,10493,10215,10215,62166,1632000000,41096000,0,0,0,5,1995,1,5
A003490,KOSPI,1995-01-06,10307,10493,10215,10493,65567,1733000000,41096000,0,0,0,6,1995,1,6
A003490,KOSPI,1995-01-07,10540,10957,10540,10957,38621,1078000000,41096000,0,0,0,7,1995,1,7
A003490,KOSPI,1995-01-09,10911,11329,10911,11329,56829,1619000000,41096000,0,0,0,2,1995,1,9
A003490,KOSPI,1995-01-10,11282,11329,10957,11143,52553,1493000000,41096000,0,0,0,3,1995,1,10
A003490,KOSPI,1995-01-11,11143,11607,11050,11143,107269,3084000000,41096000,0,0,0,4,1995,1,11
A003490,KOSPI,1995-01-12,11143,11422,10911,11143,128213,3663000000,41096000,0,0,0,5,1995,1,12
A003490,KOSPI,1995-01-13,11236,11236,10725,10725,28940,806000000,41096000,0,0,0,6,1995,1,13
A003490,KOSPI,1995-01-14,10632,10911,10261,10725,62772,1680000000,41096000,0,0,0,7,1995,1,14
A003490,KOSPI,1995-01-16,10679,10679,10447,10679,62065,1685000000,41096000,0,0,0,2,1995,1,16
A003490,KOSPI,1995-01-17,10679,10911,10215,10215,39303,1063000000,41096000,0,0,0,3,1995,1,17
A003490,KOSPI,1995-01-18,10307,10632,10307,10493,40111,1072000000,41096000,0,0,0,4,1995,1,18
A003490,KOSPI,1995-01-19,10586,10679,10354,10586,122312,3298000000,41096000,0,0,0,5,1995,1,19
A003490,KOSPI,1995-01-20,10725,10725,10493,10586,57216,1551000000,41096000,0,0,0,6,1995,1,20
A003490,KOSPI,1995-01-21,10447,10493,10122,10122,31659,840000000,41096000,0,0,0,7,1995,1,21
A003490,KOSPI,1995-01-23,10215,10215,9982,10215,28494,738000000,41096000,0,0,0,2,1995,1,23
A003490,KOSPI,1995-01-24,9750,10447,9750,10307,99314,2576000000,41096000,0,0,0,3,1995,1,24
A003490,KOSPI,1995-01-25,10447,10540,10215,10493,43882,1168000000,41096000,0,0,0,4,1995,1,25
A003490,KOSPI,1995-01-26,10540,10911,10540,10586,99550,2733000000,41096000,0,0,0,5,1995,1,26
A003490,KOSPI,1995-01-27,10679,10679,10261,10354,28452,759000000,41096000,0,0,0,6,1995,1,27
A003490,KOSPI,1995-01-28,10447,10818,10400,10632,46997,1285000000,41096000,0,0,0,7,1995,1,28
A003490,KOSPI,1995-02-02,10261,10865,10261,10865,69725,1919000000,41096000,0,0,0,5,1995,2,2
A003490,KOSPI,1995-02-03,10679,10911,10632,10725,42274,1165000000,41096000,0,0,0,6,1995,2,3
A003490,KOSPI,1995-02-04,10725,10865,10679,10818,77453,2135000000,41096000,0,0,0,7,1995,2,4
A003490,KOSPI,1995-02-06,10911,10957,10632,10632,45456,1250000000,41096000,0,0,0,2,1995,2,6
A003490,KOSPI,1995-02-07,10679,10679,10493,10493,24832,673000000,41096000,0,0,0,3,1995,2,7
A003490,KOSPI,1995-02-08,10447,10772,10447,10493,32577,883000000,41096000,0,0,0,4,1995,2,8
A003490,KOSPI,1995-02-09,10540,10725,10493,10493,30169,816000000,41096000,0,0,0,5,1995,2,9
A003490,KOSPI,1995-02-10,10493,10540,10354,10354,32190,859000000,41096000,0,0,0,6,1995,2,10
A003490,KOSPI,1995-02-11,10354,10493,10215,10307,7879,209000000,41096000,0,0,0,7,1995,2,11
A003490,KOSPI,1995-02-13,10354,10447,10215,10215,20783,546000000,41096000,0,0,0,2,1995,2,13
A003490,KOSPI,1995-02-14,10261,10307,10029,10029,34185,883000000,41096000,0,0,0,3,1995,2,14
A003490,KOSPI,1995-02-15,10029,10029,9750,9890,103498,2623000000,41096000,0,0,0,4,1995,2,15
A003490,KOSPI,1995-02-16,9890,9890,9518,9704,54927,1350000000,41096000,0,0,0,5,1995,2,16
A003490,KOSPI,1995-02-17,9750,9843,9611,9611,9588,239000000,41096000,0,0,0,6,1995,2,17
A003490,KOSPI,1995-02-18,9611,9750,9518,9657,9815,241000000,41096000,0,0,0,7,1995,2,18
A003490,KOSPI,1995-02-20,9564,9982,9564,9750,21962,550000000,41096000,0,0,0,2,1995,2,20
A003490,KOSPI,1995-02-21,9611,9843,9611,9611,13005,322000000,41096000,0,0,0,3,1995,2,21
A003490,KOSPI,1995-02-22,9564,9750,9518,9657,60920,1502000000,41096000,0,0,0,4,1995,2,22
A003490,KOSPI,1995-02-23,9750,9797,9611,9611,50743,1260000000,41096000,0,0,0,5,1995,2,23
A003490,KOSPI,1995-02-24,9518,9750,9518,9518,23595,580000000,41096000,0,0,0,6,1995,2,24
A003490,KOSPI,1995-02-25,9750,9982,9518,9982,10547,264000000,41096000,0,0,0,7,1995,2,25
A003490,KOSPI,1995-02-27,9518,9982,9518,9750,31449,794000000,41096000,0,0,0,2,1995,2,27
A003490,KOSPI,1995-02-28,9890,10168,9750,9936,64809,1653000000,41096000,0,0,0,3,1995,2,28
A003490,KOSPI,1995-03-02,10168,10400,10168,10400,52569,1386000000,41096000,0,0,0,5,1995,3,2
A003490,KOSPI,1995-03-03,10400,10632,10215,10400,48125,1289000000,41096000,0,0,0,6,1995,3,3
A003490,KOSPI,1995-03-04,10354,10447,10261,10447,36298,960000000,41096000,0,0,0,7,1995,3,4
A003490,KOSPI,1995-03-06,10354,10493,10307,10307,50212,1335000000,41096000,0,0,0,2,1995,3,6
A003490,KOSPI,1995-03-07,10261,10400,10215,10354,198107,5236000000,41096000,0,0,0,3,1995,3,7
A003490,KOSPI,1995-03-08,10400,10447,10168,10168,88497,2318000000,41096000,0,0,0,4,1995,3,8
A003490,KOSPI,1995-03-09,10168,10215,10075,10168,52654,1369000000,41096000,0,0,0,5,1995,3,9
A003490,KOSPI,1995-03-10,10168,10632,10168,10540,137018,3652000000,41096000,0,0,0,6,1995,3,10
A003490,KOSPI,1995-03-11,10540,10725,10354,10400,55154,1490000000,41096000,0,0,0,7,1995,3,11
A003490,KOSPI,1995-03-13,10447,10679,10400,10400,67023,1812000000,41096000,0,0,0,2,1995,3,13
A003490,KOSPI,1995-03-14,10400,10586,10354,10586,73362,1977000000,41096000,0,0,0,3,1995,3,14
A003490,KOSPI,1995-03-15,10679,10911,10586,10911,170193,4677000000,41096000,0,0,0,4,1995,3,15
A003490,KOSPI,1995-03-16,10911,10911,10679,10772,103506,2857000000,41096000,0,0,0,5,1995,3,16
A003490,KOSPI,1995-03-17,10911,11143,10772,11050,151287,4252000000,41096000,0,0,0,6,1995,3,17
A003490,KOSPI,1995-03-18,11050,11236,11050,11097,84255,2398000000,41096000,0,0,0,7,1995,3,18
A003490,KOSPI,1995-03-20,11143,11561,11143,11282,243202,7098000000,41096000,0,0,0,2,1995,3,20
A003490,KOSPI,1995-03-21,11375,11375,11097,11097,87302,2498000000,41096000,0,0,0,3,1995,3,21
A003490,KOSPI,1995-03-22,11329,11561,11143,11561,306808,8987000000,41096000,0,0,0,4,1995,3,22
A003490,KOSPI,1995-03-23,11654,11747,11468,11515,179310,5339000000,41096000,0,0,0,5,1995,3,23
A003490,KOSPI,1995-03-24,11654,11933,11607,11840,299282,9011000000,41096000,0,0,0,6,1995,3,24
A003490,KOSPI,1995-03-25,11793,11933,11700,11700,95156,2882000000,41096000,0,0,0,7,1995,3,25
A003490,KOSPI,1995-03-27,11607,11793,11515,11607,86241,2571000000,41096000,0,0,0,2,1995,3,27
A003490,KOSPI,1995-03-28,11515,11747,11282,11375,175564,5174000000,41096000,0,0,0,3,1995,3,28
A003490,KOSPI,1995-03-29,11422,11515,11282,11375,132675,3868000000,41096000,0,0,0,4,1995,3,29
A003490,KOSPI,1995-03-30,11375,11561,11236,11236,144763,4233000000,41096000,0,0,0,5,1995,3,30
A003490,KOSPI,1995-03-31,11282,11607,11282,11607,108810,3176000000,41096000,0,0,0,6,1995,3,31
A003490,KOSPI,1995-04-01,11654,12165,11422,11840,68749,2076000000,41096000,0,0,0,7,1995,4,1
A003490,KOSPI,1995-04-03,11840,11933,11607,11654,80079,2401000000,41096000,0,0,0,2,1995,4,3
A003490,KOSPI,1995-04-04,11422,11747,11422,11607,65121,1924000000,41096000,0,0,0,3,1995,4,4
A003490,KOSPI,1995-04-06,11422,11607,11422,11607,41012,1211000000,41096000,0,0,0,5,1995,4,6
A003490,KOSPI,1995-04-07,11561,11654,11468,11561,32888,975000000,41096000,0,0,0,6,1995,4,7
A003490,KOSPI,1995-04-08,11468,11607,11375,11375,33318,976000000,41096000,0,0,0,7,1995,4,8
A003490,KOSPI,1995-04-10,11422,11607,11282,11282,35203,1028000000,41096000,0,0,0,2,1995,4,10
A003490,KOSPI,1995-04-11,11282,11282,11143,11190,45254,1295000000,41096000,0,0,0,3,1995,4,11
A003490,KOSPI,1995-04-12,11143,11282,11143,11236,66207,1901000000,42250000,0,0,0,4,1995,4,12
A003490,KOSPI,1995-04-13,11190,11282,11097,11190,59497,1693000000,42250000,0,0,0,5,1995,4,13
A003490,KOSPI,1995-04-14,11190,11515,11190,11515,168981,4921000000,42250000,0,0,0,6,1995,4,14
A003490,KOSPI,1995-04-15,11607,11793,11607,11607,195371,5840000000,42250000,0,0,0,7,1995,4,15
A003490,KOSPI,1995-04-17,11607,11840,11607,11654,186457,5602000000,42250000,0,0,0,2,1995,4,17
A003490,KOSPI,1995-04-18,11793,11840,11607,11747,203242,6088000000,42250000,0,0,0,3,1995,4,18
A003490,KOSPI,1995-04-19,11840,12258,11747,11979,453019,13841000000,42250000,0,0,0,4,1995,4,19
A003490,KOSPI,1995-04-20,12072,12165,11886,12118,220600,6794000000,42250000,0,0,0,5,1995,4,20
A003490,KOSPI,1995-04-21,12211,12536,12025,12397,564321,17833000000,42250000,0,0,0,6,1995,4,21
A003490,KOSPI,1995-04-22,12397,12397,12118,12165,87209,2731000000,42250000,0,0,0,7,1995,4,22
A003490,KOSPI,1995-04-24,12118,12165,11933,11979,122876,3786000000,42250000,0,0,0,2,1995,4,24
A003490,KOSPI,1995-04-25,11886,12118,11840,12118,132094,4069000000,42250000,0,0,0,3,1995,4,25
A003490,KOSPI,1995-04-26,12258,12304,12072,12072,109146,3406000000,42250000,0,0,0,4,1995,4,26
A003490,KOSPI,1995-04-27,12165,12258,11933,12025,102336,3152000000,42250000,0,0,0,5,1995,4,27
A003490,KOSPI,1995-04-28,11886,12165,11840,12165,94095,2896000000,42250000,0,0,0,6,1995,4,28
A003490,KOSPI,1995-04-29,12258,12258,12072,12165,46475,1444000000,42250000,0,0,0,7,1995,4,29
A003490,KOSPI,1995-05-02,12165,12211,12072,12072,102597,3184000000,42250000,0,0,0,3,1995,5,2
A003490,KOSPI,1995-05-03,12165,12768,12025,12536,419095,13457000000,42250000,0,0,0,4,1995,5,3
A003490,KOSPI,1995-05-04,12536,12536,12350,12443,130848,4167000000,42250000,0,0,0,5,1995,5,4
A003490,KOSPI,1995-05-06,12350,12490,12350,12397,82419,2617000000,42250000,0,0,0,7,1995,5,6
A003490,KOSPI,1995-05-08,12304,12443,12211,12211,59624,1880000000,42250000,0,0,0,2,1995,5,8
A003490,KOSPI,1995-05-09,12258,12304,11933,11979,74187,2278000000,42250000,0,0,0,3,1995,5,9
A003490,KOSPI,1995-05-10,11886,11979,11700,11700,91932,2777000000,42250000,0,0,0,4,1995,5,10
A003490,KOSPI,1995-05-11,11654,11793,11561,11607,158568,4725000000,42250000,0,0,0,5,1995,5,11
A003490,KOSPI,1995-05-12,11654,11700,11515,11654,112034,3328000000,42250000,0,0,0,6,1995,5,12
A003490,KOSPI,1995-05-13,11747,11747,11607,11607,46054,1370000000,42250000,0,0,0,7,1995,5,13
A003490,KOSPI,1995-05-15,11654,11654,11515,11607,51484,1527000000,42250000,0,0,0,2,1995,5,15
A003490,KOSPI,1995-05-16,11561,11700,11468,11515,72528,2146000000,42250000,0,0,0,3,1995,5,16
A003490,KOSPI,1995-05-17,11607,11747,11561,11607,79002,2345000000,42250000,0,0,0,4,1995,5,17
A003490,KOSPI,1995-05-18,11607,11747,11515,11654,63311,1877000000,42250000,0,0,0,5,1995,5,18
